 OBJECTID, Station Identifier, Station Name, Fuel Type Provided, Street Address, City Name, State Name, Postal Zipcode, Postal Route (US Addresses), Location Directions, Country Name, Phone Number, Station Status, Estimated Fuel Availability, Station Accessability, Access Restrictions, Access Days and Times, Accepted Payment Methods, Type of Ownership, Name of Owner, Blends of Biodiesel, Can Blend Ethanol, Ethanol Blends Available, CNG Dispenser Count, CNG Dispensing Capability, CNG Pressures Available (PSI), CNG Renewable Source, CNG Total Compression (CFM), CNG Total Storage (CF), CNG Max Vehicle Size, LNG Renewable Source, LNG Max Vehicle Size, LPG Nozzle Types Available, LPG Primary Station, Renewable Diesel Blends Available, Is Renewable Diesel Blended w/Biodiesel, Max Level of Biodiesel Blending, EV Level 1 EVSE Ports, EV Level 2 EVSE Ports, EV DC Fast Ports, EV Other EVSE Ports, EV Connector Types, EV Network Name, EV Network ID, EV Network Link, EV Pricing, EV Renewable Source, HY Is Retail, HY Pressures (BAR), HY Standards, HY Status Link, Station Coordinate Accuracy, Station Latitude (DD), Station Longitude (DD), Date Fuel Available, Date Details Confirmed, Date Details Updated, Location Facility Type, Indications d'emplacement (French), Jours et heures d'accès (French), Mélanges de biodiesel (French), Mélanges de diesel renouvelables disponibles (French), Tarification des VÉ (French), Has Access Restrictions,x,y
22977,155335,531618  Sidneysea LLC - Brazil,Electric,400 9th Avenue North,Seattle,WA,98109,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,Blink,d0e864cf-fb2a-3dbf-1307-c00000004389,https://blinkcharging.com,FREE,,,,,,GPS,47.6228746,-122.3394194,4/14/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:44:31 AM,,,,,,,False,-13618761.8716,6044342.3654
22978,155338,Apollo Eight LLC,Electric,325 9th Ave N,Seattle,WA,98104,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,3,,,J1772,Blink,d0e864cf-fb2a-3dbf-1307-c00000004392,https://blinkcharging.com,FREE,,,,,,GPS,47.6039634,-122.3241159,4/14/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:44:32 AM,,,,,,,False,-13617058.2937,6041219.5449
22982,155346,NICHOLS LANDING HAMPTON INN 1,Electric,1 Nichols Pkwy,Hood River,OR,97031,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL2274721,https://www.chargepoint.com,,,,,,,GPS,45.710867,-121.509306,4/14/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:42:37 AM,,,,,,,False,-13526354.0706,5734135.9002
22987,155357,Petro-Canada,Electric,2054 Whatcom Rd,Abbotsford,BC,V3G 2K8,,,Canada,604-850-8951,Available,,Public,,24 hours daily,"American Express, Cash, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",Petro-Canada,,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,$0.27 per minute,,,,,,Point,49.040594,-122.22035,3/1/2020 12:00:00 AM,7/11/2024 12:00:00 AM,2/26/2025 7:06:06 PM,Service/Gas Station,,24 heures par jour,,,$0.27 par minute,False,-13605507.1266,6281752.1555
22988,155364,Petro-Canada EV Fast Charger,Electric,19971 72 Ave,Langley,BC,V2Y 3J2,,At the back of the store,Canada,"604-532-8941, 800-668-0220",Available,,Public,Credit card at all times,24 hours daily,"American Express, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",Petro-Canada,,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,$0.50 per minute,,,,,,Point,49.133886,-122.669102,3/1/2020 12:00:00 AM,5/13/2024 12:00:00 AM,2/26/2025 7:06:06 PM,Service/Gas Station,À l'arrière du bâtiment,24 heures par jour,,,$0.50 par minute,False,-13655461.9707,6297609.6565
22993,155375,STCU Airway Heights,Electric,10811 W ST RT 2 HWY,Airway Heights,WA,99001,,,United States,866-816-7584,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,EV Connect,d650e3ea-8962-43e8-882c-39f1c53f78e1,https://www.evconnect.com,,,,,,,GPS,47.642531,-117.561399,4/10/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:01:48 AM,,,,,,,False,-13086875.0736,6047589.4389
22994,155376,Sunwest Automotive Engine Inc,Electric,210 S Broad St,Medical Lake,WA,99022,,,United States,866-816-7584,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,EV Connect,bb1439df-edb3-46fe-83d8-eba42b5f68b1,https://www.evconnect.com,,,,,,,GPS,47.571612,-117.681838,4/10/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:01:48 AM,,,,,,,False,-13100282.2818,6035879.9506
23012,155434,SURREY MITS CT4K-GW1,Electric,1885 Clark Dr,Vancouver,BC,V5N 1G5,,,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL2094521,https://www.chargepoint.com,,,,,,,GPS,49.267834,-123.07767,4/18/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:30:45 AM,,,Accessible 24 heures par jour,,,,False,-13700943.5524,6320430.0189
23023,155465,CON PL PA WASHBAY,Electric,2125 1st Ave,Seattle,WA,98121,,"South garage, Car Wash Area",United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL2090061,https://www.chargepoint.com,,,,,,,GPS,47.6122,-122.345117,4/21/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:40:36 AM,,,,,,,False,-13619396.1255,6042579.5219
23039,155505,Idiot's Grace Wines,Electric,8450 US-30,Mosier,OR,97040,,,United States,541-399-5259,Available,,Public,,Winery business hours,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,GPS,45.688462,-121.378041,4/14/2020 12:00:00 AM,6/6/2025 12:00:00 AM,6/6/2025 6:42:11 PM,Brewery/Distillery/Winery,,,,,,False,-13511741.7176,5730564.8182
23050,155516,Mt. Bachelor Westside Village,Electric,13000 SW Century Dr,Bend,OR,97702,,,United States,541-382-1709,Available,,Public,,Open during parking lot hours,,Privately Owned,,,,,,,,,,,,,,,,,,,,6,,,J1772,Non-Networked,,,Free,,,,,,GPS,44.00375,-121.679284,1/20/2020 12:00:00 AM,5/9/2024 12:00:00 AM,2/12/2025 12:16:32 AM,Recreational Sports Facility,,,,,,False,-13545275.935,5466022.5228
23058,155534,BELLEVUE X-ROADS CC,Electric,16000 NE 10th St,Bellevue,WA,98008,,Comm Center,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL2111981,https://www.chargepoint.com,,,,,,,GPS,47.619103,-122.127103,4/23/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:41:22 AM,,,,,,,False,-13595126.918,6043719.4681
23059,155535,BELLEVUE X-ROADS PARK 1,Electric,999 164th Ave NE,Bellevue,WA,98008,,Left-hand Station,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL2110531,https://www.chargepoint.com,,,,,,,GPS,47.618255,-122.122606,4/23/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:41:21 AM,,,,,,,False,-13594626.3143,6043579.4232
23065,155558,City of New Westminster - Queens Park,Electric,1 3rd Ave,New Westminster,BC,V3L 0A9,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",FLO,4e1000c4-ff60-4b7e-a727-f21e1cb0a46d,https://www.flo.com,,,,,,,GPS,49.21405,-122.90482,4/24/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:31:48 AM,,,Accessible 24 heures par jour,,,,False,-13681701.9784,6311259.5544
23068,155570,MERCEDES BENZ INVENTORY STOR,Electric,2200 Martin Luther King Jr Blvd,Eugene,OR,97401,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL3517821,https://www.chargepoint.com,,,,,,,GPS,44.059268,-123.07891,4/25/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:43:37 AM,,,,,,,False,-13701081.5886,5474618.6285
23069,155571,HILLSBORO OR ITF #4,Electric,299 SE 8th Ave,Hillsboro,OR,97123,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL3481351,https://www.chargepoint.com,,,,,,,GPS,45.520355,-122.97785,4/25/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:43:35 AM,,,,,,,False,-13689831.6409,5703816.1295
23070,155572,HILLSBORO OR ITF #2,Electric,271 SE 8th Ave,Hillsboro,OR,97123,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL3481001,https://www.chargepoint.com,,,,,,,GPS,45.520287,-122.97787,4/25/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:43:35 AM,,,,,,,False,-13689833.8672,5703805.3257
23243,155908,University of Oregon - Erb Memorial Union,Electric,1395 University St,Eugene,OR,97403,,15th and Unvisersity,United States,,Available,,Public,,Permit required,,Privately Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,Free,,,,,,Address,44.043839,-123.074429,5/13/2021 12:00:00 AM,5/12/2025 12:00:00 AM,5/12/2025 4:15:59 PM,College Campus,,,,,,False,-13700582.766,5472228.8778
23282,156067,SFU EAST LOT,Electric,8911 Cornerstone Mews,Burnaby,BC,V5A 4Y6,,Across from Restaurant,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL1987321,https://www.chargepoint.com,,,,,,,GPS,49.277717,-122.912132,5/5/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:30:35 AM,,,Accessible 24 heures par jour,,,,False,-13682515.9466,6322116.211
23286,156080,PACIFIC POWER OTIS DCFC #2,Electric,1264 OR-18 Hwy 18,Otis,OR,97368,,Otis Station parking lot,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,USCPIL3852601,https://www.chargepoint.com,,,,,,,GPS,45.019128,-123.948923,5/6/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:43:55 AM,,,,,,,False,-13797930.9927,5624533.3011
23287,156081,PACIFIC POWER OTIS DCFC #3,Electric,1264 Salmon River Hwy,Otis,OR,97368,,West parking area of Otis Fuel and Market,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,USCPIL3852571,https://www.chargepoint.com,,,,,,,GPS,45.019088,-123.948959,5/6/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:43:54 AM,,,,,,,False,-13797935.0002,5624527.0019
23290,156088,Airport Square,Electric,1200 W 73th Avenue,Vancouver,BC,V6P 6Z1,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,12be2677-fd20-4667-b049-a60a466f6403,https://www.flo.com,,,,,,,GPS,49.203944,-123.134583,5/6/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:30:55 AM,,,Accessible 24 heures par jour,,,,False,-13707279.0786,6309537.5404
23330,156211,OSU FAIRBANKS NORTH,Electric,220 SW Jefferson Way,Corvallis,OR,97331,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL1746221,https://www.chargepoint.com,,,,,,,GPS,44.56491,-123.280555,5/12/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:30:20 AM,,,,,,,False,-13723528.6073,5553283.58
23353,156279,TROON VINEYARD EV STATION 1,Electric,1475 Kubli Rd,Grants Pass,OR,97527,,to the right just as you enter the winery,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL4352111,https://www.chargepoint.com,,,,,,,GPS,42.305276,-123.220003,5/14/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:44:19 AM,,,,,,,False,-13716787.9895,5206818.5683
23365,156303,City of Delta - South Delta Recreation Centre,Electric,1720 56 St,Delta,BC,V4L 2B1,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,cd443ec8-be4b-4eac-84c4-9b8b43f3f3f4,https://www.flo.com,,,,,,,GPS,49.035926,-123.0662,5/15/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:28:56 AM,,,Accessible 24 heures par jour,,,,False,-13699666.7179,6280959.4845
23371,156328,City of Coquitlam - Blue Mountain Park,Electric,957 King Albert Avenue,Coquitlam,BC,V3J 1X4,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,25c15eb8-7d90-4732-b081-19d5372891ab,https://www.flo.com,,,,,,,GPS,49.25153,-122.864288,5/16/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:26:07 AM,,,Accessible 24 heures par jour,,,,False,-13677189.9768,6317649.0431
23372,156329,City of Coquitlam - Poirier Public Library,Electric,575 Poirier Street,Coquitlam,BC,V3J 6A9,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,3,,,J1772,FLO,316738d7-999b-4ccb-a14f-101fdd064017,https://www.flo.com,,,,,,,GPS,49.253388,-122.845139,5/16/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:30:43 AM,,,Accessible 24 heures par jour,,,,False,-13675058.3199,6317965.9161
23373,156330,City of Coquitlam - The Tennis Centre,Electric,1650 Foster Avenue,Coquitlam,BC,V3J 7X1,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,5713f789-129f-435a-9eee-81a62679994d,https://www.flo.com,,,,,,,GPS,49.255786,-122.848399,5/16/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:26:26 AM,,,Accessible 24 heures par jour,,,,False,-13675421.2214,6318374.9011
23504,156604,Murray Business Center,Electric,3601 SW Murray Blvd,Beaverton,OR,97005,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,Blink,465ba1dd-d734-8158-93cc-330000503731,https://blinkcharging.com,Free,,,,,,GPS,45.494872,-122.82906,5/21/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:21:27 AM,,,,,,,False,-13673268.4138,5699768.3326
23517,156650,French Creek Harbour,Electric,1055 Lee Road,Parksville,BC,V9P 2E1,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,FLO,b391ae05-9877-4ed5-a706-388f97b6b465,https://www.flo.com,,,,,,,GPS,49.348445,-124.3587,5/23/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:28:28 AM,,,Accessible 24 heures par jour,,,,False,-13843547.1597,6334193.372
23545,156686,BC Hydro - Prince George - Superstore,Electric,2155 Ferry Ave,Prince George,BC,V2N 5E8,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,a0e6c29f-efb9-493a-bf87-605df9d81ee5,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,53.8886,-122.77,12/15/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:14 AM,,,Accessible 24 heures par jour,,,,False,-13666693.8847,7149086.6339
23546,156687,BC Hydro - Port McNeill,Electric,1705 Campbell Way,Port McNeill,BC,V0N 2R0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,aa797fed-4112-4d69-a030-b80c9817835d,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,50.5882,-127.086,8/11/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:18 AM,,,Accessible 24 heures par jour,,,,False,-14147148.807,6548771.809
23547,156688,BC Hydro - Agassiz,Electric,3971 Chowat Rd,Agassiz,BC,V0M 1A2,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,9211181f-ab9a-4220-80cf-e45dbbda8cc9,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,49.2746,-121.709,3/10/2022 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:08 AM,,,Accessible 24 heures par jour,,,,False,-13548583.905,6321584.3663
23548,156737,BC Hydro - Vancouver - UBC Wesbrook Community Centre,Electric,3335 Webber Ln,Vancouver,BC,V6T 1W5,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,5b155f6b-3871-44a7-a7d5-3d0e1cb75c6b,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,49.2537,-123.237,2/18/2021 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:15 AM,,,Accessible 24 heures par jour,,,,False,-13718680.0869,6318019.1273
23549,156738,BC Hydro - Chilliwack,Electric,45950 Cheam Ave,Chilliwack,BC,V2P 4R6,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,9456ce38-f561-4a70-b68e-b2a60696a6de,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,49.1663,-121.953,6/5/2020 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:11 AM,,,Accessible 24 heures par jour,,,,False,-13575745.8607,6303126.2778
23550,156742,BC Hydro - Vernon,Electric,3004 32nd Ave,Vernon,BC,V1T 2L7,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,a05ab958-e481-4810-88b4-5da8bef6f527,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,50.2649,-119.272,1/21/2022 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:11 AM,,,Accessible 24 heures par jour,,,,False,-13277298.3059,6492278.8721
23551,156753,City of Richmond,Electric,14300 Entertainment Blvd,Richmond,BC,V6W 1K3,,,Canada,,Planned,12/1/2026 12:00:00 AM,Public,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",Non-Networked,,,,,,,,,GPS,49.1355648,-123.0702107,,11/13/2025 12:00:00 AM,11/13/2025 9:36:00 PM,Municipal Government,,,,,,False,-13700113.1869,6297895.2871
23552,156756,Township of Langley,Electric,4700 - 224 St,Langley,BC,V2Z 1N4,,,Canada,604-532-7300,Available,,Public,,24 hours daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",Non-Networked,,,,,,,,,GPS,49.05177,-122.36114,5/17/2021 12:00:00 AM,10/13/2025 12:00:00 AM,10/13/2025 8:53:26 PM,Municipal Government,,24 heures par jour,,,,False,-13621179.7977,6283650.2495
23559,156785,FortisBC,Electric,2045 Washington St,Rossland,BC,V0G 1Y0,,,Canada,,Available,,Public,,24 hours daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,CCS,Non-Networked,,,,,,,,,GPS,49.0770526,-117.8026908,1/20/2020 12:00:00 AM,6/6/2025 12:00:00 AM,6/6/2025 2:40:12 PM,Service/Gas Station,,24 hours daily,,,,False,-13113735.5539,6287945.7356
23560,156788,FortisBC,Electric,233 Back St Blvd,Penticton,BC,V2A 0G4,,,Canada,800-773-7001,Available,,Public,,24 hours daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",Non-Networked,,,,,,,,,GPS,49.4998652,-119.59352,12/16/2021 12:00:00 AM,10/13/2025 12:00:00 AM,10/13/2025 8:53:26 PM,Service/Gas Station,,24 heures par jour,,,,False,-13313089.7486,6360107.6354
23561,156794,FortisBC,Electric,214 Robinson Ave,Naramata,BC,V0H 1N0,,,Canada,,Planned,3/1/2026 12:00:00 AM,Public,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",Non-Networked,,,,,,,,,GPS,49.5975054,-119.6033243,,10/13/2025 12:00:00 AM,10/13/2025 8:53:26 PM,Service/Gas Station,,,,,,False,-13314181.1583,6376860.4623
23562,156801,Boise State University - Ron and Linda Yanke Family Research Park,Electric,220 W Parkcenter Blvd,Boise,ID,83706,,,United States,208-426-3108,Available,,Public,,24 hours daily; pay lot,,State/Provincial Government Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,Free,,,,,,Point,43.59987,-116.183376,12/5/2019 12:00:00 AM,7/3/2025 12:00:00 AM,7/3/2025 7:15:09 PM,College Campus,,,,,,False,-12933474.255,5403728.508
23573,157682,British Columbia Ministry of Transportation and Infrastructure,Electric,Yellowhead Hwy,Fraser-Fort George F,BC,V2N 7A3,,,Canada,,Available,,Public,,24 hours daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",Non-Networked,,,,,,,,,GPS,53.8977,-121.9896,9/30/2024 12:00:00 AM,4/10/2025 12:00:00 AM,4/24/2025 7:54:50 PM,State/Provincial Government,,Accessible 24 heures par jour,,,,False,-13579820.1541,7150805.6556
23575,157694,Canadian Tire Corp,Electric,2830 Bentall St,Vancouver,BC,V5M 4H4,,,Canada,,Planned,9/1/2022 12:00:00 AM,Public,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",Non-Networked,,,,,,,,,GPS,49.25966,-123.03106,,4/13/2022 12:00:00 AM,4/13/2023 12:29:38 PM,Auto Repair Shop,,,,,,False,-13695754.951,6319035.6636
23576,157697,City of Vancouver,Electric,701 National Ave,Vancouver,BC,V6A 4L3,,,Canada,,Available,,Private,,For fleet use only,,Privately Owned,,,,,,,,,,,,,,,,,,,,16,2,,"CHAdeMO, J1772, CCS",Non-Networked,,,,,,,,,GPS,49.272753,-123.087007,9/1/2024 12:00:00 AM,12/10/2024 12:00:00 AM,8/22/2025 7:25:33 PM,Municipal Government,,A l'usage de la flotte seulement,,,,,-13701982.9425,6321269.2339
23577,157698,City of Vancouver,Electric,1220 Pacific Blvd,Vancouver,BC,V6Z 2W3,,,Canada,,Planned,3/1/2026 12:00:00 AM,Public,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",Non-Networked,,,,,,,,,GPS,49.273594,-123.121627,,11/13/2025 12:00:00 AM,11/13/2025 9:36:00 PM,Municipal Government,,,,,,False,-13705836.8233,6321412.7226
23593,157791,BC Hydro - Prince Rupert,Electric,100 1 Ave E,Prince Rupert,BC,V8J 1A6,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,2bb793fc-3ad9-45b0-8bfb-c36d0d19c735,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,54.3165,-130.322,2/18/2021 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:19 AM,,,Accessible 24 heures par jour,,,,False,-14507378.6792,7230326.9443
23597,157810,BC Ministry of Transportation and Infrastructure,Electric,Lakelse Ave,Kitimat-Stikine E,BC,V8G 3T9,,,Canada,,Planned,12/1/2026 12:00:00 AM,Public,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,2,,"CHAdeMO, J1772, CCS",Non-Networked,,,,,,,,,GPS,54.512,-128.558,,10/13/2025 12:00:00 AM,10/13/2025 8:53:26 PM,,,,,,,False,-14311011.0974,7267725.5302
23603,157834,BC Hydro - New Hazelton,Electric,4646 10th Ave,New Hazelton,BC,V0J 2J0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,8a604a32-658b-4b3f-a79b-ad75995e5d07,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,55.2465,-127.583,3/9/2022 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:16 AM,,,Accessible 24 heures par jour,,,,False,-14202474.5939,7409854.4622
23604,157836,BC Hydro - Houston,Electric,3487 9 Street,Houston,BC,V0J 1Z0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,5577f5b3-db44-43cb-a14e-9ac6d1a31c89,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,54.401,-126.644,2/16/2021 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:14 AM,,,Accessible 24 heures par jour,,,,False,-14097945.592,7246469.6741
23605,157837,BC Hydro - Burns Lake,Electric,299 Yellowhead Hwy #16,Burns Lake,BC,V0J 1E0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,f12b500a-9d9e-47bc-9f24-f3aaf6673ffd,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,54.227487,-125.761596,2/18/2021 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:10 AM,,,Accessible 24 heures par jour,,,,False,-13999716.8281,7213357.8738
23606,157844,BC Hydro - Victoria - Downtown - Store St,Electric,1400-1440 Store St,Victoria,BC,V8W 3J6,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,668bd955-4d88-4795-9a54-f5a0823158cb,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,48.4278,-123.37,3/23/2021 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:12 AM,,,Accessible 24 heures par jour,,,,False,-13733485.5792,6178322.9097
23607,157846,Squamish Liquor Store,Electric,38241 Cleveland Ave,Squamish,BC,V8B 0S8,,,Canada,604-898-8980,Available,,Public,,24 hours daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",Swtch Energy,,https://swtchenergy.com,$15 per hour,,,,,,GPS,49.7025196,-123.1532244,5/1/2020 12:00:00 AM,6/12/2023 12:00:00 AM,4/25/2024 8:00:24 PM,Shopping Center,,24 heures par jour,,,$15 de l'heure,False,-13709354.2298,6394915.9795
